gameId,gameNumber,seasonId,year,type,dayNight,length,length_mins,homeTeamId,homeTeamName,awayTeamId,awayTeamName,startTime,attendance,status,added
cda95080-efea-4772-a9b9-15842466e94f,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:53,173,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-04-10T01:05:00Z,38106,closed,2016-10-06T06:25:15Z
2b42d441-9eab-4934-8362-30fb074b8533,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:03,183,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-19T02:05:00Z,36020,closed,2016-10-06T06:25:15Z
a30da17d-a16a-4758-8934-7d3f56842893,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:40,220,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-09-11T01:05:00Z,39146,closed,2016-10-06T06:25:15Z
78000e12-2ef3-4246-adc1-c8a4d157631c,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:52,172,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-21T02:05:00Z,37095,closed,2016-10-06T06:25:15Z
64f1f7d9-8eef-4403-8f41-2db9dd7206a9,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:11,191,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-04-08T02:05:00Z,39089,closed,2016-10-06T06:25:15Z
1f094080-3bae-4d44-b760-8c8b2c5a6ae5,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:22,202,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-09-10T02:05:00Z,42137,closed,2016-10-06T06:25:15Z
c894bdee-5dda-49f4-87c8-53b9b9bfcd3b,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:01,181,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-07-20T02:05:00Z,36368,closed,2016-10-06T06:25:15Z
aa71c8fb-4a88-48ab-bf7e-51ac8d721a1d,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,3:30,210,4f735188-37c8-473d-ae32-1f7e34ccf892,Angels,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-04-09T02:05:00Z,35207,closed,2016-10-06T06:25:15Z
0b80b9a4-5804-4da2-bbe6-ae30b38b154c,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:31,151,575c19b7-4052-41c2-9f0a-1c5813d02f99,Tigers,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-05-06T23:10:00Z,28522,closed,2016-10-06T06:25:15Z
e4b745c5-6e65-463e-806f-45b014afd35b,1,565de4be-dc80-4849-a7e1-54bc79156cc8,2016,REG,N,2:26,146,75729d34-bca7-4a0f-b3df-6f26c6ad3719,Orioles,d99f919b-1534-4516-8e8a-9cd106c6d8cd,Rangers,2016-08-03T23:05:00Z,24552,closed,2016-10-06T06:25:15Z
